[2026-08-18T18:37:18.400+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2026-08-18T18:37:18.413+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: update_db.core_table manual__2026-08-18T18:37:02.256514+00:00 [queued]>
[2026-08-18T18:37:18.421+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: update_db.core_table manual__2026-08-18T18:37:02.256514+00:00 [queued]>
[2026-08-18T18:37:18.423+0000] {taskinstance.py:2866} INFO - Starting attempt 1 of 1
[2026-08-18T18:37:19.665+0000] {data_modification.py:83} INFO - Updated row with Video_ID: mAqdcwQi3tg
[2026-08-18T18:37:19.669+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 0HrbKJkvjS8
[2026-08-18T18:37:19.674+0000] {data_modification.py:83} INFO - Updated row with Video_ID: _t4HoffKe7g
[2026-08-18T18:37:19.677+0000] {data_modification.py:83} INFO - Updated row with Video_ID: zpe8I9yEUbc
[2026-08-18T18:37:19.681+0000] {data_modification.py:83} INFO - Updated row with Video_ID: CG9oTjCob7U
[2026-08-18T18:37:19.685+0000] {data_modification.py:83} INFO - Updated row with Video_ID: YN16_b04Xd0
[2026-08-18T18:37:19.689+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 5q9yOjEW14s
[2026-08-18T18:37:19.693+0000] {data_modification.py:83} INFO - Updated row with Video_ID: afdx8HUX3RA
[2026-08-18T18:37:19.696+0000] {data_modification.py:83} INFO - Updated row with Video_ID: xw5rBMEqTGk
[2026-08-18T18:37:19.700+0000] {data_modification.py:83} INFO - Updated row with Video_ID: L6-uAaty3YY
[2026-08-18T18:37:19.705+0000] {data_modification.py:83} INFO - Updated row with Video_ID: MGdHHVuTlH0
[2026-08-18T18:37:19.708+0000] {data_modification.py:83} INFO - Updated row with Video_ID: AZXB_yUU6DY
[2026-08-18T18:37:19.712+0000] {data_modification.py:83} INFO - Updated row with Video_ID: aMePYSyr5sM
[2026-08-18T18:37:19.716+0000] {data_modification.py:83} INFO - Updated row with Video_ID: J2GKwMI_J_I
[2026-08-18T18:37:19.719+0000] {data_modification.py:83} INFO - Updated row with Video_ID: c23uT-LLl1M
[2026-08-18T18:37:19.723+0000] {data_modification.py:83} INFO - Updated row with Video_ID: dyUR_E7WRfI
[2026-08-18T18:37:19.727+0000] {data_modification.py:83} INFO - Updated row with Video_ID: KGoSZNcbIaE
[2026-08-18T18:37:19.730+0000] {data_modification.py:83} INFO - Updated row with Video_ID: JftX6q6GVes
[2026-08-18T18:37:19.734+0000] {data_modification.py:83} INFO - Updated row with Video_ID: MU4raR9LS3I
[2026-08-18T18:37:19.738+0000] {data_modification.py:83} INFO - Updated row with Video_ID: it6TU7xcruc
[2026-08-18T18:37:19.741+0000] {data_modification.py:83} INFO - Updated row with Video_ID: J9J4TICzBxE
[2026-08-18T18:37:19.745+0000] {data_modification.py:83} INFO - Updated row with Video_ID: nZrBQqxYe2A
[2026-08-18T18:37:19.748+0000] {data_modification.py:83} INFO - Updated row with Video_ID: g4PwWIvRSdY
[2026-08-18T18:37:19.751+0000] {data_modification.py:83} INFO - Updated row with Video_ID: ikJI7cFLdl4
[2026-08-18T18:37:19.755+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 1Iz-wq5W4WE
[2026-08-18T18:37:19.758+0000] {data_modification.py:83} INFO - Updated row with Video_ID: lf7AS1cl6GI
[2026-08-18T18:37:19.762+0000] {data_modification.py:83} INFO - Updated row with Video_ID: DQw6xoIXZGI
[2026-08-18T18:37:19.765+0000] {data_modification.py:83} INFO - Updated row with Video_ID: NIid9qPMWe8
[2026-08-18T18:37:19.769+0000] {data_modification.py:83} INFO - Updated row with Video_ID: qMhkCmO_MAA
[2026-08-18T18:37:19.772+0000] {data_modification.py:83} INFO - Updated row with Video_ID: RcbO4Yo2bII
[2026-08-18T18:37:19.776+0000] {data_modification.py:83} INFO - Updated row with Video_ID: RyaaCDMjlDo
[2026-08-18T18:37:19.779+0000] {data_modification.py:83} INFO - Updated row with Video_ID: nLCc7BE8qnw
[2026-08-18T18:37:19.783+0000] {data_modification.py:83} INFO - Updated row with Video_ID: lMN7779M4h4
[2026-08-18T18:37:19.787+0000] {data_modification.py:83} INFO - Updated row with Video_ID: CYkPnOFTX_U
[2026-08-18T18:37:19.790+0000] {data_modification.py:83} INFO - Updated row with Video_ID: WKpGfM1VJn8
[2026-08-18T18:37:19.794+0000] {data_modification.py:83} INFO - Updated row with Video_ID: hVBpr7-SsSw
[2026-08-18T18:37:19.797+0000] {data_modification.py:83} INFO - Updated row with Video_ID: eiIDHP2xpCI
[2026-08-18T18:37:19.801+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 2KX22j0oZg0
[2026-08-18T18:37:19.805+0000] {data_modification.py:83} INFO - Updated row with Video_ID: aEC0Q0OhlvM
[2026-08-18T18:37:19.808+0000] {data_modification.py:83} INFO - Updated row with Video_ID: nrVyl0awWsw
[2026-08-18T18:37:19.812+0000] {data_modification.py:83} INFO - Updated row with Video_ID: F8Kg91YJRGE
[2026-08-18T18:37:19.816+0000] {data_modification.py:83} INFO - Updated row with Video_ID: KhFGtYvasuU
[2026-08-18T18:37:19.820+0000] {data_modification.py:83} INFO - Updated row with Video_ID: vgeQVBqZ86U
[2026-08-18T18:37:19.824+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Rg-hYS-QkEo
[2026-08-18T18:37:19.830+0000] {data_modification.py:83} INFO - Updated row with Video_ID: lOg7AJVF8SQ
[2026-08-18T18:37:19.839+0000] {data_modification.py:83} INFO - Updated row with Video_ID: fBxZPQZyNp0
[2026-08-18T18:37:19.846+0000] {data_modification.py:83} INFO - Updated row with Video_ID: di0eIQOpIck
[2026-08-18T18:37:19.852+0000] {data_modification.py:83} INFO - Updated row with Video_ID: wuTd4yVSWAk
[2026-08-18T18:37:19.858+0000] {data_modification.py:83} INFO - Updated row with Video_ID: OaNnGkjir-0
[2026-08-18T18:37:19.866+0000] {data_modification.py:83} INFO - Updated row with Video_ID: V7ZrhGma3l8
[2026-08-18T18:37:19.871+0000] {data_modification.py:83} INFO - Updated row with Video_ID: jg8bcFcJMkQ
[2026-08-18T18:37:19.877+0000] {data_modification.py:83} INFO - Updated row with Video_ID: J1wun_gH_JA
[2026-08-18T18:37:19.883+0000] {data_modification.py:83} INFO - Updated row with Video_ID: fGzd12i7MOE
[2026-08-18T18:37:19.891+0000] {data_modification.py:83} INFO - Updated row with Video_ID: nuSVg6J91Wc
[2026-08-18T18:37:19.901+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Pkk7pGFfxxQ
[2026-08-18T18:37:19.907+0000] {data_modification.py:83} INFO - Updated row with Video_ID: pm1RIvAZk2w
[2026-08-18T18:37:19.916+0000] {data_modification.py:83} INFO - Updated row with Video_ID: s7KrsWVqAMs
[2026-08-18T18:37:19.924+0000] {data_modification.py:83} INFO - Updated row with Video_ID: rCntwNsgQgI
[2026-08-18T18:37:19.930+0000] {data_modification.py:83} INFO - Updated row with Video_ID: RQPSeIv0ZE0
[2026-08-18T18:37:19.936+0000] {data_modification.py:83} INFO - Updated row with Video_ID: l8P-1IkZYS8
[2026-08-18T18:37:19.942+0000] {data_modification.py:83} INFO - Updated row with Video_ID: toTXl4NYAQM
[2026-08-18T18:37:19.950+0000] {data_modification.py:83} INFO - Updated row with Video_ID: U5JHNP3R3ME
[2026-08-18T18:37:19.957+0000] {data_modification.py:83} INFO - Updated row with Video_ID: brl7lbSKo2Y
[2026-08-18T18:37:19.962+0000] {data_modification.py:83} INFO - Updated row with Video_ID: -MhSrFcrXYI
[2026-08-18T18:37:19.967+0000] {data_modification.py:83} INFO - Updated row with Video_ID: ke3Pb9_oMrg
[2026-08-18T18:37:19.975+0000] {data_modification.py:83} INFO - Updated row with Video_ID: RdDMOdj2AtI
[2026-08-18T18:37:19.981+0000] {data_modification.py:83} INFO - Updated row with Video_ID: D5_GE9pq_cg
[2026-08-18T18:37:19.987+0000] {data_modification.py:83} INFO - Updated row with Video_ID: syyxrt8_mBA
[2026-08-18T18:37:19.993+0000] {data_modification.py:83} INFO - Updated row with Video_ID: I4GIZf8uYSk
[2026-08-18T18:37:20.000+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 9XYPdiREZvs
[2026-08-18T18:37:20.006+0000] {data_modification.py:83} INFO - Updated row with Video_ID: JqxZGXQf0qg
[2026-08-18T18:37:20.012+0000] {data_modification.py:83} INFO - Updated row with Video_ID: z1lPXO0pv_4
[2026-08-18T18:37:20.017+0000] {data_modification.py:83} INFO - Updated row with Video_ID: UEtS3ENzajQ
[2026-08-18T18:37:20.024+0000] {data_modification.py:83} INFO - Updated row with Video_ID: LyTH5rp4heo
[2026-08-18T18:37:20.030+0000] {data_modification.py:83} INFO - Updated row with Video_ID: JOsrihef5gM
[2026-08-18T18:37:20.037+0000] {data_modification.py:83} INFO - Updated row with Video_ID: lEFcoM16t4Q
[2026-08-18T18:37:20.047+0000] {data_modification.py:83} INFO - Updated row with Video_ID: P0o7gaxED3w
[2026-08-18T18:37:20.053+0000] {data_modification.py:83} INFO - Updated row with Video_ID: qVKV6iTUmGE
[2026-08-18T18:37:20.059+0000] {data_modification.py:83} INFO - Updated row with Video_ID: r9gAFGR7GxI
[2026-08-18T18:37:20.065+0000] {data_modification.py:83} INFO - Updated row with Video_ID: rDLa6JT7upM
[2026-08-18T18:37:20.073+0000] {data_modification.py:83} INFO - Updated row with Video_ID: d699MWNsNew
[2026-08-18T18:37:20.079+0000] {data_modification.py:83} INFO - Updated row with Video_ID: TDW4iMVcZzs
[2026-08-18T18:37:20.086+0000] {data_modification.py:83} INFO - Updated row with Video_ID: WuQuVIt1vwo
[2026-08-18T18:37:20.093+0000] {data_modification.py:83} INFO - Updated row with Video_ID: sgCiOz79i3w
[2026-08-18T18:37:20.101+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Xik34jh-doc
[2026-08-18T18:37:20.108+0000] {data_modification.py:83} INFO - Updated row with Video_ID: wS1VG6Hl-xQ
[2026-08-18T18:37:20.122+0000] {data_modification.py:83} INFO - Updated row with Video_ID: ceMDkQgVsqo
[2026-08-18T18:37:20.130+0000] {data_modification.py:83} INFO - Updated row with Video_ID: DdQhoqjWqbc
[2026-08-18T18:37:20.138+0000] {data_modification.py:83} INFO - Updated row with Video_ID: pZB9Y3OHL1w
[2026-08-18T18:37:20.147+0000] {data_modification.py:83} INFO - Updated row with Video_ID: aATA0jI-SGQ
[2026-08-18T18:37:20.155+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 0zXDy8ZTJ3I
[2026-08-18T18:37:20.162+0000] {data_modification.py:83} INFO - Updated row with Video_ID: fuiqQVeGLNQ
[2026-08-18T18:37:20.168+0000] {data_modification.py:83} INFO - Updated row with Video_ID: tVxHIqiWWbo
[2026-08-18T18:37:20.177+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 483owj7dzIw
[2026-08-18T18:37:20.183+0000] {data_modification.py:83} INFO - Updated row with Video_ID: nqrMwzafyoA
[2026-08-18T18:37:20.192+0000] {data_modification.py:83} INFO - Updated row with Video_ID: eq2-9dJaSpc
[2026-08-18T18:37:20.200+0000] {data_modification.py:83} INFO - Updated row with Video_ID: n-PkAPZZwn0
[2026-08-18T18:37:20.209+0000] {data_modification.py:83} INFO - Updated row with Video_ID: t7lAcalTmeM
[2026-08-18T18:37:20.213+0000] {data_modification.py:83} INFO - Updated row with Video_ID: hUT0Vait9Mg
[2026-08-18T18:37:20.223+0000] {data_modification.py:83} INFO - Updated row with Video_ID: FdJG8pXwOio
[2026-08-18T18:37:20.229+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 1Fu2BJnYi0g
[2026-08-18T18:37:20.239+0000] {data_modification.py:83} INFO - Updated row with Video_ID: meh2dLqYq6w
[2026-08-18T18:37:20.245+0000] {data_modification.py:83} INFO - Updated row with Video_ID: JmMZztHdyM4
[2026-08-18T18:37:20.261+0000] {data_modification.py:83} INFO - Updated row with Video_ID: EqLekFkXlKg
[2026-08-18T18:37:20.272+0000] {data_modification.py:83} INFO - Updated row with Video_ID: SsSjKGny1No
[2026-08-18T18:37:20.280+0000] {data_modification.py:83} INFO - Updated row with Video_ID: mDLQGESS2X0
[2026-08-18T18:37:20.287+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Po1kAXrqqSM
[2026-08-18T18:37:20.293+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 1_SmoGwqjd8
[2026-08-18T18:37:20.302+0000] {data_modification.py:83} INFO - Updated row with Video_ID: kbtOilKqaIg
[2026-08-18T18:37:20.308+0000] {data_modification.py:83} INFO - Updated row with Video_ID: jSqw1b0Pp6M
[2026-08-18T18:37:20.315+0000] {data_modification.py:83} INFO - Updated row with Video_ID: hHDXze1iyKE
[2026-08-18T18:37:20.321+0000] {data_modification.py:83} INFO - Updated row with Video_ID: W7uGxt67CQI
[2026-08-18T18:37:20.329+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 1PrRa-wWbSI
[2026-08-18T18:37:20.336+0000] {data_modification.py:83} INFO - Updated row with Video_ID: lQH8zaEl9Mk
[2026-08-18T18:37:20.342+0000] {data_modification.py:83} INFO - Updated row with Video_ID: R7w7ixf9sUQ
[2026-08-18T18:37:20.350+0000] {data_modification.py:83} INFO - Updated row with Video_ID: BAtiDbFG2_o
[2026-08-18T18:37:20.359+0000] {data_modification.py:83} INFO - Updated row with Video_ID: SbY0rONwQU8
[2026-08-18T18:37:20.365+0000] {data_modification.py:83} INFO - Updated row with Video_ID: J2l35NphGEg
[2026-08-18T18:37:20.371+0000] {data_modification.py:83} INFO - Updated row with Video_ID: OTtBrwkfr1U
[2026-08-18T18:37:20.377+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Lg7BdO49v2E
[2026-08-18T18:37:20.385+0000] {data_modification.py:83} INFO - Updated row with Video_ID: xKderCGKZtg
[2026-08-18T18:37:20.392+0000] {data_modification.py:83} INFO - Updated row with Video_ID: yJCdrGQfxQ4
[2026-08-18T18:37:20.399+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 0uOo8LRW-oI
[2026-08-18T18:37:20.405+0000] {data_modification.py:83} INFO - Updated row with Video_ID: CQKW2TUU04Q
[2026-08-18T18:37:20.413+0000] {data_modification.py:83} INFO - Updated row with Video_ID: AuNT4Oq4UG4
[2026-08-18T18:37:20.420+0000] {data_modification.py:83} INFO - Updated row with Video_ID: MB81icl6Sag
[2026-08-18T18:37:20.426+0000] {data_modification.py:83} INFO - Updated row with Video_ID: TeGqUHWEHaY
[2026-08-18T18:37:20.432+0000] {data_modification.py:83} INFO - Updated row with Video_ID: LQ1sKcehbaw
[2026-08-18T18:37:20.439+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Lj3phFrIvOA
[2026-08-18T18:37:20.445+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Qm1vXsytMnw
[2026-08-18T18:37:20.451+0000] {data_modification.py:83} INFO - Updated row with Video_ID: RMAux-sD1bA
[2026-08-18T18:37:20.457+0000] {data_modification.py:83} INFO - Updated row with Video_ID: vHQK1wrAtB0
[2026-08-18T18:37:20.465+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 2hl-uVjXZzc
[2026-08-18T18:37:20.471+0000] {data_modification.py:83} INFO - Updated row with Video_ID: PCx7S7q9hPM
[2026-08-18T18:37:20.478+0000] {data_modification.py:83} INFO - Updated row with Video_ID: rIHGrEz52po
[2026-08-18T18:37:20.485+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Ut8n_2Bclmw
[2026-08-18T18:37:20.494+0000] {data_modification.py:83} INFO - Updated row with Video_ID: XsFSTd20lW8
[2026-08-18T18:37:20.500+0000] {data_modification.py:83} INFO - Updated row with Video_ID: PZBBDdlA5uA
[2026-08-18T18:37:20.509+0000] {data_modification.py:83} INFO - Updated row with Video_ID: IevlkYSl2U0
[2026-08-18T18:37:20.520+0000] {data_modification.py:83} INFO - Updated row with Video_ID: rNr8WFaYlhI
[2026-08-18T18:37:20.527+0000] {data_modification.py:83} INFO - Updated row with Video_ID: JJ3CguQdBpM
[2026-08-18T18:37:20.533+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 9FUj29yc1Zg
[2026-08-18T18:37:20.539+0000] {data_modification.py:83} INFO - Updated row with Video_ID: ofi7RT0SbLI
[2026-08-18T18:37:20.545+0000] {data_modification.py:83} INFO - Updated row with Video_ID: cAdxP7mOKoo
[2026-08-18T18:37:20.551+0000] {data_modification.py:83} INFO - Updated row with Video_ID: sHUWy3YV5bs
[2026-08-18T18:37:20.569+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 3qE6Co5u9ns
[2026-08-18T18:37:20.577+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Xvtwj6GGEhc
[2026-08-18T18:37:20.583+0000] {data_modification.py:83} INFO - Updated row with Video_ID: x9KRb4JS82M
[2026-08-18T18:37:20.589+0000] {data_modification.py:83} INFO - Updated row with Video_ID: ejiePMck88s
[2026-08-18T18:37:20.595+0000] {data_modification.py:83} INFO - Updated row with Video_ID: icIL15AIQBk
[2026-08-18T18:37:20.604+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Z3Z1hdqFlwI
[2026-08-18T18:37:20.609+0000] {data_modification.py:83} INFO - Updated row with Video_ID: uBUCHEFaMqo
[2026-08-18T18:37:20.615+0000] {data_modification.py:83} INFO - Updated row with Video_ID: iIqHXu9G21w
[2026-08-18T18:37:20.622+0000] {data_modification.py:83} INFO - Updated row with Video_ID: OfPSvgps61M
[2026-08-18T18:37:20.631+0000] {data_modification.py:83} INFO - Updated row with Video_ID: x3qyh9XpqAk
[2026-08-18T18:37:20.637+0000] {data_modification.py:83} INFO - Updated row with Video_ID: gT0h7vtHf94
[2026-08-18T18:37:20.643+0000] {data_modification.py:83} INFO - Updated row with Video_ID: uTj6YC5eZCM
[2026-08-18T18:37:20.648+0000] {data_modification.py:83} INFO - Updated row with Video_ID: K-Q4r37XgVw
[2026-08-18T18:37:20.657+0000] {data_modification.py:83} INFO - Updated row with Video_ID: ckmpW70n6Pw
[2026-08-18T18:37:20.665+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 3ImPBSnDd0A
[2026-08-18T18:37:20.671+0000] {data_modification.py:83} INFO - Updated row with Video_ID: jfUW78Vo-Bk
[2026-08-18T18:37:20.679+0000] {data_modification.py:83} INFO - Updated row with Video_ID: J7NUcBL8h3c
[2026-08-18T18:37:20.687+0000] {data_modification.py:83} INFO - Updated row with Video_ID: PsfMpZA9yD4
[2026-08-18T18:37:20.695+0000] {data_modification.py:83} INFO - Updated row with Video_ID: maA_Y0bkr6I
[2026-08-18T18:37:20.702+0000] {data_modification.py:83} INFO - Updated row with Video_ID: voM-zksN4nA
[2026-08-18T18:37:20.707+0000] {data_modification.py:83} INFO - Updated row with Video_ID: BPfIpbKNqsc
[2026-08-18T18:37:20.711+0000] {data_modification.py:83} INFO - Updated row with Video_ID: P2bJ6CASHPI
[2026-08-18T18:37:20.716+0000] {data_modification.py:83} INFO - Updated row with Video_ID: NcTcYDjBNNk
[2026-08-18T18:37:20.721+0000] {data_modification.py:83} INFO - Updated row with Video_ID: FegAK9CkPEw
[2026-08-18T18:37:20.725+0000] {data_modification.py:83} INFO - Updated row with Video_ID: -x3xXtrpRYk
[2026-08-18T18:37:20.731+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 3xKubDLHKrA
[2026-08-18T18:37:20.737+0000] {data_modification.py:83} INFO - Updated row with Video_ID: b__Q5B0J6GY
[2026-08-18T18:37:20.741+0000] {data_modification.py:83} INFO - Updated row with Video_ID: vczYVrdxWrg
[2026-08-18T18:37:20.747+0000] {data_modification.py:83} INFO - Updated row with Video_ID: bA5UANrRhe0
[2026-08-18T18:37:20.751+0000] {data_modification.py:83} INFO - Updated row with Video_ID: yiH-I47ySsc
[2026-08-18T18:37:20.755+0000] {data_modification.py:83} INFO - Updated row with Video_ID: wVD4VF9eSGk
[2026-08-18T18:37:20.758+0000] {data_modification.py:83} INFO - Updated row with Video_ID: SttyZBzamuw
[2026-08-18T18:37:20.762+0000] {data_modification.py:83} INFO - Updated row with Video_ID: ONEkk8WZx-4
[2026-08-18T18:37:20.766+0000] {data_modification.py:83} INFO - Updated row with Video_ID: rCU5kv4VIDc
[2026-08-18T18:37:20.770+0000] {data_modification.py:83} INFO - Updated row with Video_ID: lYjE0p9dkVY
[2026-08-18T18:37:20.775+0000] {data_modification.py:83} INFO - Updated row with Video_ID: I081CMGPckM
[2026-08-18T18:37:20.779+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 4B1jfMeMBqg
[2026-08-18T18:37:20.783+0000] {data_modification.py:83} INFO - Updated row with Video_ID: ppcwOAKabKQ
[2026-08-18T18:37:20.786+0000] {data_modification.py:83} INFO - Updated row with Video_ID: CoNtWmqgc3E
[2026-08-18T18:37:20.790+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Lv-AyjLYsVE
[2026-08-18T18:37:20.794+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Qbb4rBxA9uk
[2026-08-18T18:37:20.797+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 5cuIHGNrngs
[2026-08-18T18:37:20.805+0000] {data_modification.py:83} INFO - Updated row with Video_ID: IcIo8A4Jw0k
[2026-08-18T18:37:20.809+0000] {data_modification.py:83} INFO - Updated row with Video_ID: ynaWClAA3Is
[2026-08-18T18:37:20.812+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 4fAO73_Lkbs
[2026-08-18T18:37:20.816+0000] {data_modification.py:83} INFO - Updated row with Video_ID: MAXdPEwhvoo
[2026-08-18T18:37:20.820+0000] {data_modification.py:83} INFO - Updated row with Video_ID: EfHKaMELVjI
[2026-08-18T18:37:20.824+0000] {data_modification.py:83} INFO - Updated row with Video_ID: x8gX-YL9Ahk
[2026-08-18T18:37:20.828+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Wtlu-AffPzI
[2026-08-18T18:37:20.832+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 9kUFRCsAilE
[2026-08-18T18:37:20.836+0000] {data_modification.py:83} INFO - Updated row with Video_ID: aIILep6_WYo
[2026-08-18T18:37:20.840+0000] {data_modification.py:83} INFO - Updated row with Video_ID: wXMOUcw6rwQ
[2026-08-18T18:37:20.844+0000] {data_modification.py:83} INFO - Updated row with Video_ID: f68L9JaTDgI
